Ranking,Id,VesId,IMONum,RefNum,ShipName,YearBuilt,MonthBuilt,Type,Length,RepLength,Draught,GearSWLLargest,GearTypeLargest,PrplsnUnits,PropellerType,SvcSpeed,DWT,RepresentDWT,GT,RepresentGT,ROROLnLnth,ROROLnHt,Decks,Cars,RampSWL,Pax,ROROLnWidth,RORORampPosition,TEU,EnginesNumber,EngineDesign,EngineModel,Shipbuilder,EngBuilder,AuxNumEngBuilder,AuxNumEngDesign,AuxNumEngModel,GenNumber,GenKW,ProplnType,NewbldPrice,SalePrice,SaleDate,Crew,CountryBuilt,RegisteredOwner,Flag,Age,DWT_ThrougPut,GT_ThroughPut,DollarPerDWT,DollarPerGT,ImageURL,ROROName,PerComplete,FlagUrl,Country,ISO2,Built,CLINStatus,AgeValue,AgeRankPercent,DwtTptRankPercent,GtTptRankPercent,SpeedRankPercent,RepDwtRankPercent,GTRankPercent,LengthRankPercent,WeightedRanking
726,169,197,9227924,3672369,GRANDE SPAGNA,2002,4,Vehicles Carrier,176.5,171,8.766,0,,1,Controllable Pitch,20.1,12594,11483,37726,36615,3100,5,11,4632,100,12,0,Starboard: 1 Starboard Aft: 1,0,1,B&W,7S50MC,Uljanik Brodogradiliste dd,'Uljanik' Strojogradnja dd - Croatia,,,,3,2760,Oil Engine(s) Direct Drive,"$3,65,00,000 ",,,25,Croatia,Grimaldi Euromed SpA,Italy,18,1215.06912,3639.80448,3178.611861,996.859211,,,"<div class=""progress-bar"" role=""progressbar"" style=""width: 45.052088%;"" aria-valuenow=""45.052088"" aria-valuemin=""0"" aria-valuemax=""100"">45%</div>",https://upload.wikimedia.org/wikipedia/en/thumb/0/03/Flag_of_Italy.svg/150px-Flag_of_Italy.svg.png,Italy,IT,,,27,60,25.190406,41.946995,75.849057,20.986165,36.866058,59.628378,45.052088
727,468,504,9642409,4086854,MN TANGARA,2013,9,Ro-Ro Cargo Ship,160,154.5,8.4,40,CRANE,1,Controllable Pitch,20,12049,10938,23673,22562,2800,0,3,,150,12,0,Aft: 1 Starboard Aft: 1,849,2,MAN,7L48/60CR,Hyundai Mipo Dockyard Co Ltd,Unknown,Hyundai Himsen,Hyundai Himsen,7H21/32,4,4500,Oil Engine(s) Geared Drive,$0 ,,,0,Korea South,Maritime Nantaise MN SAS,China,7,1156.704,2272.608,0,0,,MN TANGARA,"<div class=""progress-bar"" role=""progressbar"" style=""width: 45.035424%;"" aria-valuenow=""45.035424"" aria-valuemin=""0"" aria-valuemax=""100"">45%</div>",https://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Flag_of_the_People%27s_Republic_of_China.svg/150px-Flag_of_the_People%27s_Republic_of_China.svg.png,China,CN,2013-09,,38,84.444444,23.9804,26.190713,75.471698,19.990131,22.716701,54.054054,45.035424
728,467,503,9642394,4086839,MN CALAO,2013,6,Ro-Ro Cargo Ship,160,154.5,8.4,40,CRANE,1,Controllable Pitch,20,12026,10915,23673,22562,2800,0,3,,150,12,0,Aft: 1 Starboard Aft: 1,849,2,MAN,7L48/60CR,Hyundai Mipo Dockyard Co Ltd,Unknown,Hyundai Himsen,Hyundai Himsen,7H21/32,3,3000,Oil Engine(s) Geared Drive,$0 ,,,0,Korea South,Maritime Nantaise MN SAS,China,7,1154.496,2272.608,0,0,,MN CALAO,"<div class=""progress-bar"" role=""progressbar"" style=""width: 45.020415%;"" aria-valuenow=""45.020415"" aria-valuemin=""0"" aria-valuemax=""100"">45%</div>",https://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Flag_of_the_People%27s_Republic_of_China.svg/150px-Flag_of_the_People%27s_Republic_of_China.svg.png,China,CN,2013-06,,38,84.444444,23.934625,26.190713,75.471698,19.948097,22.716701,54.054054,45.020415
729,76,96,9153551,3597996,EURO SPIRIT,1998,3,Vehicles Carrier,188,182.5,9.115,0,,1,Fixed Pitch,18,15483,14372,46346,45235,0,4.9,11,4095,80,0,0,Port: 1 Starboard: 1 Starboard Aft: 1,0,1,B&W,8S50MC,Minaminippon Shbldg - Shitanoe,Mitsui Engineering & Shipbuilding C Ltd - Japan,,,,3,2640,Oil Engine(s) Direct Drive,,,,30,Japan,MONC Liberia Inc,Liberia,22,1337.7312,4004.2944,0,0,,,"<div class=""progress-bar"" role=""progressbar"" style=""width: 44.925560%;"" aria-valuenow=""44.925560"" aria-valuemin=""0"" aria-valuemax=""100"">44%</div>",https://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/Flag_of_Liberia.svg/180px-Flag_of_Liberia.svg.png,Liberia,LR,,,23,51.111111,27.733395,46.147565,67.924528,26.26606,45.545163,63.513514,44.92556
730,731,770,9376725,3821170,PEREGRINE,2010,4,Ro-Ro Cargo Ship,195.4,189.9,7.4,0,,1,Controllable Pitch,18.5,14538,13427,25593,24482,2907,7,3,,174,12,0,Centre Or Only: 1,0,1,MaK,12M43C,Flensburger KG,Caterpillar Motoren GmbH & Co. KG - Germany,Caterpillar,Caterpillar,3508B,3,4840,Oil Engine(s) Geared Drive,$0 ,,,0,Germany,Shiplux IV SA,Malta,10,1290.9744,2272.6584,0,0,,PEREGRINE,"<div class=""progress-bar"" role=""progressbar"" style=""width: 44.919228%;"" aria-valuenow=""44.919228"" aria-valuemin=""0"" aria-valuemax=""100"">44%</div>",https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Flag_of_Malta.svg/150px-Flag_of_Malta.svg.png,Malta,MT,2010-04,,35,77.777778,26.764049,26.191294,69.811321,24.538992,24.649866,66.013514,44.919228
731,730,769,9376713,3821158,VESPERTINE,2010,2,Ro-Ro Cargo Ship,195.4,189.9,7.4,0,,1,Controllable Pitch,18.5,14483,13372,25593,24482,2907,7,3,,174,12,0,Centre Or Only: 1,0,1,MaK,12M43C,Flensburger KG,Caterpillar Motoren GmbH & Co. KG - Germany,Caterpillar,Caterpillar,3508B,3,4840,Oil Engine(s) Geared Drive,$0 ,,,0,Germany,Shiplux III SA,Malta,10,1286.0904,2272.6584,0,0,,VESPERTINE,"<div class=""progress-bar"" role=""progressbar"" style=""width: 44.885526%;"" aria-valuenow=""44.885526"" aria-valuemin=""0"" aria-valuemax=""100"">44%</div>",https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Flag_of_Malta.svg/150px-Flag_of_Malta.svg.png,Malta,MT,2010-02,,35,77.777778,26.662796,26.191294,69.811321,24.438474,24.649866,66.013514,44.885526
732,48,61,9088237,3532682,HOEGH KUNSAN,1996,3,Vehicles Carrier,179.47,173.97,8.75,0,,1,Fixed Pitch,19.9,13778,12667,44219,43108,0,5.1,10,4330,80,0,0,Port: 1 Starboard: 1 Starboard Aft: 1,0,1,B&W,7S60MC,Hashihama Shbldg - Tadotsu,Mitsui Engineering & Shipbuilding C Ltd - Japan,MAN-B&W,MAN-B&W,6L28/32H,3,3510,Oil Engine(s) Direct Drive,,,,0,Japan,Hoegh Autoliners Shpg Pte Ltd,Singapore,24,1316.07456,4223.79888,0,0,,,"<div class=""progress-bar"" role=""progressbar"" style=""width: 44.836230%;"" aria-valuenow=""44.836230"" aria-valuemin=""0"" aria-valuemax=""100"">44%</div>",https://upload.wikimedia.org/wikipedia/commons/thumb/4/48/Flag_of_Singapore.svg/150px-Flag_of_Singapore.svg.png,Singapore,SG,,,21,46.666667,27.284417,48.677249,75.09434,23.150026,43.403578,60.631757,44.83623
733,43,55,9080297,3524742,RESOLVE,1994,11,Vehicles Carrier,189.8,184.3,10.197,0,,1,Fixed Pitch,19.4,13548,12437,49443,48332,0,4.6,13,5741,120,0,0,Starboard: 1 Starboard Aft: 1,0,1,Sulzer,6RTA62U,Sumitomo Hi Oppama,Diesel United Ltd. - Aioi,Daihatsu,Daihatsu,6DL-24,3,2340,Oil Engine(s) Direct Drive,"$5,50,00,000 ",,,26,Japan,Fidelio LP,United States Of America,26,1261.58976,4604.13216,4422.288333,1137.962427,https://photos.marinetraffic.com/ais/showphoto.aspx?photoid=3186476,,"<div class=""progress-bar"" role=""progressbar"" style=""width: 44.826474%;"" aria-valuenow=""44.826474"" aria-valuemin=""0"" aria-valuemax=""100"">44%</div>",https://upload.wikimedia.org/wikipedia/en/thumb/a/a4/Flag_of_the_United_States.svg/180px-Flag_of_the_United_States.svg.png,United States Of America,US,,,19,42.222222,26.154857,53.060407,73.207547,22.729682,48.663398,64.121622,44.826474
734,83,105,9166704,3611149,HOEGH MASAN,1998,12,Vehicles Carrier,179.475,173.975,8.75,0,,1,Fixed Pitch,19.8,12490,11379,44219,43108,0,5.1,10,4330,80,0,0,Port: 1 Starboard: 1 Starboard Aft: 1,0,1,B&W,7S60MC,Hashihama Shbldg - Tadotsu,Mitsui Engineering & Shipbuilding C Ltd - Japan,MAN-B&W,MAN-B&W,6L28/32H,3,3510,Oil Engine(s) Direct Drive,,,,0,Japan,Hoegh Autoliners Shpg Pte Ltd,Singapore,22,1187.0496,4202.57376,0,0,,,"<div class=""progress-bar"" role=""progressbar"" style=""width: 44.755760%;"" aria-valuenow=""44.755760"" aria-valuemin=""0"" aria-valuemax=""100"">44%</div>",https://upload.wikimedia.org/wikipedia/commons/thumb/4/48/Flag_of_Singapore.svg/150px-Flag_of_Singapore.svg.png,Singapore,SG,,,23,51.111111,24.609515,48.43264,74.716981,20.796096,43.403578,60.633446,44.75576
735,835,876,9443554,3887999,BORE SEA,2011,4,Ro-Ro Cargo Ship,195.4,189.9,7.4,0,,1,Controllable Pitch,18.5,13375,12264,25586,24475,2863,7,3,,174,12,0,Centre Or Only: 1,120,1,Wartsila,12V46F,Flensburger KG,Wartsila Italia SpA - Italy,Mitsubishi,Mitsubishi,S12R-MPTA,3,5400,Oil Engine(s) Geared Drive,"$7,15,00,000 ",,,0,Germany,Bore Sea Rederij,Netherlands,9,1187.7,2272.0368,5830.071755,2921.348315,,BORE SEA,"<div class=""progress-bar"" role=""progressbar"" style=""width: 44.649125%;"" aria-valuenow=""44.649125"" aria-valuemin=""0"" aria-valuemax=""100"">44%</div>",https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/Flag_of_the_Netherlands.svg/150px-Flag_of_the_Netherlands.svg.png,Netherlands,NL,2011-04,,36,80,24.622999,26.18413,69.811321,22.41351,24.642818,66.013514,44.649125
736,836,877,9443566,3888011,BORE SONG,2011,7,Ro-Ro Cargo Ship,195.4,189.9,7.4,0,,1,Controllable Pitch,18.5,13375,12264,25586,24475,2863,7,3,,174,12,0,Centre Or Only: 1,120,1,Wartsila,12V46F,Flensburger KG,Wartsila Finland Oy - Finland,Mitsubishi,Mitsubishi,S12R-MPTA,3,5400,Oil Engine(s) Geared Drive,"$7,15,00,000 ",,,0,Germany,Bore Song Rederij,Netherlands,9,1187.7,2272.0368,5830.071755,2921.348315,,BORE SONG,"<div class=""progress-bar"" role=""progressbar"" style=""width: 44.649125%;"" aria-valuenow=""44.649125"" aria-valuemin=""0"" aria-valuemax=""100"">44%</div>",https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/Flag_of_the_Netherlands.svg/150px-Flag_of_the_Netherlands.svg.png,Netherlands,NL,2011-07,,36,80,24.622999,26.18413,69.811321,22.41351,24.642818,66.013514,44.649125
737,759,798,9395355,3839800,JUTLANDIA SEAWAYS,2010,1,Ro-Ro Cargo Ship,187.06,181.56,6.8,0,,2,Controllable Pitch,20,11663,10552,25609,24498,3323,5.6,4,,50,12,0,Port: 1 Starboard: 1,324,2,MAN,8L48/60,Jinling Shipyard,MAN B&W Diesel AG - Augsburg,Volvo Penta,Volvo Penta,D49AMS,4,4008,Oil Engine(s) Geared Drive,"$4,70,00,000 ",,,17,China People's Republic Of,Snowdon Leasing Co Ltd,United Kingdom,10,1119.648,2458.464,4454.131918,1918.523961,https://photos.marinetraffic.com/ais/showphoto.aspx?photoid=3735032,JUTLANDIA SEAWAYS,"<div class=""progress-bar"" role=""progressbar"" style=""width: 44.617990%;"" aria-valuenow=""44.617990"" aria-valuemin=""0"" aria-valuemax=""100"">44%</div>",https://upload.wikimedia.org/wikipedia/en/thumb/a/ae/Flag_of_the_United_Kingdom.svg/180px-Flag_of_the_United_Kingdom.svg.png,United Kingdom,GB,2010-01,,35,77.777778,23.212168,28.332614,75.471698,19.284683,24.665975,63.195946,44.61799
738,167,195,9227900,3672345,GRAND BENELUX,2001,8,Vehicles Carrier,176.7,171.2,8.766,0,,1,Controllable Pitch,20.1,12594,11483,37712,36601,3100,5,11,4632,100,12,0,Starboard: 1 Starboard Aft: 1,0,1,B&W,7S50MC-C,Uljanik Brodogradiliste dd,'Uljanik' Strojogradnja dd - Croatia,,,,3,2760,Oil Engine(s) Direct Drive,"$3,65,00,000 ",,,25,Croatia,ACL Ship Owners 2005 AB,Italy,19,1215.06912,3638.45376,3178.611861,997.240513,,,"<div class=""progress-bar"" role=""progressbar"" style=""width: 44.608095%;"" aria-valuenow=""44.608095"" aria-valuemin=""0"" aria-valuemax=""100"">44%</div>",https://upload.wikimedia.org/wikipedia/en/thumb/0/03/Flag_of_Italy.svg/150px-Flag_of_Italy.svg.png,Italy,IT,,,26,57.777778,25.190406,41.931428,75.849057,20.986165,36.851962,59.695946,44.608095
739,168,196,9227912,3672357,GRANDE ITALIA,2001,10,Vehicles Carrier,176,170.5,8.766,0,,1,Controllable Pitch,20.1,12594,11483,37726,36615,3100,5,11,4632,100,10,0,Starboard: 1 Starboard Aft: 1,0,1,B&W,7S50MC,Uljanik Brodogradiliste dd,'Uljanik' Strojogradnja dd - Croatia,,,,3,2760,Oil Engine(s) Direct Drive,"$3,65,00,000 ",,,25,Croatia,Grimaldi Euromed SpA,Italy,19,1215.06912,3639.80448,3178.611861,996.859211,,,"<div class=""progress-bar"" role=""progressbar"" style=""width: 44.596383%;"" aria-valuenow=""44.596383"" aria-valuemin=""0"" aria-valuemax=""100"">44%</div>",https://upload.wikimedia.org/wikipedia/en/thumb/0/03/Flag_of_Italy.svg/150px-Flag_of_Italy.svg.png,Italy,IT,,,26,57.777778,25.190406,41.946995,75.849057,20.986165,36.866058,59.459459,44.596383
740,729,768,9376701,3821146,PALATINE,2009,10,Ro-Ro Cargo Ship,195.4,189.9,7.4,0,,1,Controllable Pitch,18.5,14565,13454,25593,24482,2907,7,3,,174,12,0,Centre Or Only: 1,0,1,MaK,12M43C,Flensburger KG,Caterpillar Motoren GmbH & Co. KG - Germany,Caterpillar,Caterpillar,3508B,3,4840,Oil Engine(s) Geared Drive,$0 ,,,0,Germany,Shiplux II SA,Malta,11,1293.372,2272.6584,0,0,,,"<div class=""progress-bar"" role=""progressbar"" style=""width: 44.491328%;"" aria-valuenow=""44.491328"" aria-valuemin=""0"" aria-valuemax=""100"">44%</div>",https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Flag_of_Malta.svg/150px-Flag_of_Malta.svg.png,Malta,MT,,,34,75.555556,26.813755,26.191294,69.811321,24.588336,24.649866,66.013514,44.491328
741,41,53,9078830,3523275,PEGASUS HIGHWAY,1994,9,Vehicles Carrier,179.99,174.49,9.468,0,,1,Fixed Pitch,18.5,15553,14442,49012,47901,0,5,11,5008,100,0,0,Port: 1 Starboard: 1 Starboard Aft: 1,0,1,B&W,8S60MC,Oshima Shipbuilding Co Ltd,Kawasaki Heavy Industries Ltd - Japan,,,,4,2500,Oil Engine(s) Direct Drive,,,,0,Japan,Eternity Maritime Shipping SA,Panama,26,1381.1064,4352.2656,0,0,,,"<div class=""progress-bar"" role=""progressbar"" style=""width: 44.448268%;"" aria-valuenow=""44.448268"" aria-valuemin=""0"" aria-valuemax=""100"">44%</div>",https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Flag_of_Panama.svg/150px-Flag_of_Panama.svg.png,Panama,PA,,,19,42.222222,28.632636,50.157766,69.811321,26.393991,48.229443,60.807432,44.448268
742,49,62,9088249,3532694,HOEGH INCHON,1997,2,Vehicles Carrier,179.475,173.975,8.75,0,,1,Fixed Pitch,19.9,12490,11379,44219,43108,0,5.1,10,4330,80,0,0,Port: 1 Starboard: 1 Starboard Aft: 1,0,1,B&W,7S60MC,Hashihama Shbldg - Tadotsu,Mitsui Engineering & Shipbuilding C Ltd - Japan,MAN-B&W,MAN-B&W,6L28/32H,3,3510,Oil Engine(s) Direct Drive,,,,22,Japan,Hoegh Autoliners Shpg Pte Ltd,Singapore,23,1193.0448,4223.79888,0,0,,,"<div class=""progress-bar"" role=""progressbar"" style=""width: 44.443696%;"" aria-valuenow=""44.443696"" aria-valuemin=""0"" aria-valuemax=""100"">44%</div>",https://upload.wikimedia.org/wikipedia/commons/thumb/4/48/Flag_of_Singapore.svg/150px-Flag_of_Singapore.svg.png,Singapore,SG,,,22,48.888889,24.733805,48.677249,75.09434,20.796096,43.403578,60.633446,44.443696
743,32,44,9053505,3497950,KAIJIN,1994,1,Vehicles Carrier,195.54,190.04,9.02,0,,1,Fixed Pitch,18.8,17183,16072,41931,40820,0,4.3,13,5005,50,0,0,One Port One Starboard: 1 Starboard Aft: 1,0,1,Mitsubishi,7UEC60LA,Kanasashi - Toyohashi,Kobe Hatsudoki KK - Japan,,,,3,2400,Oil Engine(s) Direct Drive,,,,29,Japan,Swift Shipholding SA,Panama,26,1550.59392,3783.85344,0,0,,,"<div class=""progress-bar"" role=""progressbar"" style=""width: 44.299597%;"" aria-valuenow=""44.299597"" aria-valuemin=""0"" aria-valuemax=""100"">44%</div>",https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Flag_of_Panama.svg/150px-Flag_of_Panama.svg.png,Panama,PA,,,19,42.222222,32.146394,43.60709,70.943396,29.372955,41.09989,66.060811,44.299597
744,758,797,9395343,3839788,FIONIA SEAWAYS,2009,5,Ro-Ro Cargo Ship,187.06,181.56,6.8,0,,2,Controllable Pitch,20,11623,10512,25609,24498,3322,5.6,4,,50,12,0,Port: 1 Starboard: 1,324,2,MAN,8L48/60,Jinling Shipyard,MAN B&W Diesel AG - Augsburg,Volvo Penta,Volvo Penta,D49A MS,4,4008,Oil Engine(s) Geared Drive,"$4,70,00,000 ",,,17,China People's Republic Of,Snowdon Leasing Co Ltd,United Kingdom,11,1115.808,2458.464,4471.08067,1918.523961,,,"<div class=""progress-bar"" role=""progressbar"" style=""width: 44.147443%;"" aria-valuenow=""44.147443"" aria-valuemin=""0"" aria-valuemax=""100"">44%</div>",https://upload.wikimedia.org/wikipedia/en/thumb/a/ae/Flag_of_the_United_Kingdom.svg/180px-Flag_of_the_United_Kingdom.svg.png,United Kingdom,GB,,,34,75.555556,23.132558,28.332614,75.471698,19.21158,24.665975,63.195946,44.147443
745,161,189,9214678,3659123,STENA FORECASTER,2003,4,Ro-Ro Cargo Ship,195.3,189.8,7.3,0,,2,Controllable Pitch,22,12300,11189,24688,23577,3000,6.8,3,,86,0,0,Centre Or Only: 1,849,4,Sulzer,8ZA40S,Dalian Shipyard Co Ltd,Wartsila Italia SpA - Italy,Wartsila Finland,Wartsila,9L20,4,6400,Oil Engine(s) Geared Drive,"$3,30,00,000 ",,,0,China People's Republic Of,STENA Rederi A/S,Isle Of Man,17,1298.88,2607.0528,2949.32523,1399.669169,,,"<div class=""progress-bar"" role=""progressbar"" style=""width: 44.047901%;"" aria-valuenow=""44.047901"" aria-valuemin=""0"" aria-valuemax=""100"">44%</div>",https://upload.wikimedia.org/wikipedia/commons/thumb/5/5d/Flag_of_the_Isle_of_Mann.svg/255px-Flag_of_the_Isle_of_Mann.svg.png,Isle Of Man,IM,,,28,62.222222,26.927945,30.045029,83.018868,20.448855,23.73866,65.97973,44.047901
746,166,194,9227259,3671704,STENA FORERUNNER,2003,8,Ro-Ro Cargo Ship,195.3,189.8,7.3,0,,2,Controllable Pitch,22,12300,11189,24688,23577,3000,6.8,3,,86,0,0,Aft: 1,849,4,Sulzer,8ZA40S,Dalian Shipyard Co Ltd,Wartsila Italia SpA - Italy,Wartsila,Wartsila,9L20,4,6400,Oil Engine(s) Geared Drive,"$3,30,00,000 ",,,0,China People's Republic Of,Stena RoRo Navigation Ltd,Netherlands,17,1298.88,2607.0528,2949.32523,1399.669169,,,"<div class=""progress-bar"" role=""progressbar"" style=""width: 44.047901%;"" aria-valuenow=""44.047901"" aria-valuemin=""0"" aria-valuemax=""100"">44%</div>",https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/Flag_of_the_Netherlands.svg/150px-Flag_of_the_Netherlands.svg.png,Netherlands,NL,,,28,62.222222,26.927945,30.045029,83.018868,20.448855,23.73866,65.97973,44.047901
747,52,65,9110107,3554552,LUMINOUS ACE,1995,1,Vehicles Carrier,188,182.5,9.015,0,,1,Fixed Pitch,18.5,15181,14070,45796,44685,0,4.9,11,4950,51,0,0,Starboard: 1 Starboard Aft: 1,0,1,B&W,6L60MC,Minaminippon Shbldg - Shitanoe,Mitsui Engineering & Shipbuilding C Ltd - Japan,,,,4,2560,Oil Engine(s) Direct Drive,,,,0,Japan,T&M Maritime SA,Panama,25,1348.0728,4066.6848,0,0,,,"<div class=""progress-bar"" role=""progressbar"" style=""width: 43.971063%;"" aria-valuenow=""43.971063"" aria-valuemin=""0"" aria-valuemax=""100"">43%</div>",https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Flag_of_Panama.svg/150px-Flag_of_Panama.svg.png,Panama,PA,,,20,44.444444,27.947794,46.866585,69.811321,25.714129,44.991391,63.513514,43.971063
748,31,43,9051820,3496265,CAR STAR,1993,9,Vehicles Carrier,195.54,190.04,9.021,0,,1,Fixed Pitch,18.8,16253,15142,43790,42679,0,4.3,13,4740,50,0,0,Port: 1 Starboard: 1 Starboard Aft: 1,0,1,Mitsubishi,7UEC60LA,Shin Kurushima Onishi,Kobe Hatsudoki KK - Japan,Daihatsu,Daihatsu,6DL-24,3,2400,Oil Engine(s) Direct Drive,,,,29,Japan,Atwood Shipping Inc,Liberia,27,1466.67072,3951.6096,0,0,,,"<div class=""progress-bar"" role=""progressbar"" style=""width: 43.789323%;"" aria-valuenow=""43.789323"" aria-valuemin=""0"" aria-valuemax=""100"">43%</div>",https://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/Flag_of_Liberia.svg/180px-Flag_of_Liberia.svg.png,Liberia,LR,,,18,40,30.406526,45.540399,70.943396,27.673301,42.971637,66.060811,43.789323
749,114,138,9185047,3629492,UNITED SPIRIT,2000,4,Vehicles Carrier,174.98,169.48,8.519,0,,1,Fixed Pitch,18.9,14067,12956,37949,36838,0,4.8,11,3199,80,0,6.56,Starboard: 1 Starboard Aft: 1,0,1,Mitsubishi,8UEC52LS,Kanasashi HI - Toyohashi,Kobe Hatsudoki KK - Japan,,,,3,2280,Oil Engine(s) Direct Drive,,,,21,Japan,Secure Shipping Co Ltd,Liberia,20,1276.15824,3442.73328,0,0,,,"<div class=""progress-bar"" role=""progressbar"" style=""width: 43.603127%;"" aria-valuenow=""43.603127"" aria-valuemin=""0"" aria-valuemax=""100"">43%</div>",https://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/Flag_of_Liberia.svg/180px-Flag_of_Liberia.svg.png,Liberia,LR,,,25,55.555556,26.456885,39.675844,71.320755,23.678199,37.090587,59.114865,43.603127
750,133,158,9192959,3637404,EUROCARGO VALENCIA,1999,10,Ro-Ro Cargo Ship,195.92,190.42,7.3,0,,1,Controllable Pitch,20,15500,14389,29412,28301,2550,6.1,5,,60,0,0,Centre Or Only: 1 Starboard Aft: 1,1012,1,MAN,9L58/64,Visentini Cantiere Navale Srl,MAN B&W Diesel AG - Augsburg,,,,,,Oil Engine(s) Geared Drive,,,,0,Italy,Grimaldi Euromed SpA,Italy,21,1488,2823.552,0,0,,,"<div class=""progress-bar"" role=""progressbar"" style=""width: 43.529325%;"" aria-valuenow=""43.529325"" aria-valuemin=""0"" aria-valuemax=""100"">43%</div>",https://upload.wikimedia.org/wikipedia/en/thumb/0/03/Flag_of_Italy.svg/150px-Flag_of_Italy.svg.png,Italy,IT,,,24,53.333333,30.848718,32.540078,75.471698,26.297129,28.495051,66.189189,43.529325
751,27,39,9021423,3465868,JINGU,1992,10,Vehicles Carrier,195.5,190,9.021,0,,1,Fixed Pitch,18.8,17216,16105,42164,41053,0,4.3,13,5005,50,0,0,One Port One Starboard: 1 Starboard Aft: 1,0,1,Mitsubishi,7UEC60LA,Kanasashi - Toyohashi,Kobe Hatsudoki KK - Japan,,,,3,2400,Oil Engine(s) Direct Drive,,,,28,Japan,Mandheling/Nippon/Mitsubishi,Panama,28,1553.57184,3804.87936,0,0,,,"<div class=""progress-bar"" role=""progressbar"" style=""width: 43.494394%;"" aria-valuenow=""43.494394"" aria-valuemin=""0"" aria-valuemax=""100"">43%</div>",https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Flag_of_Panama.svg/150px-Flag_of_Panama.svg.png,Panama,PA,,,17,37.777778,32.208131,43.849403,70.943396,29.433266,41.334488,66.047297,43.494394
752,705,744,9357597,3802042,CORONA SEA,2008,1,Ro-Ro Cargo Ship,187.06,181.56,6.9,0,,2,Controllable Pitch,20,11300,10189,25609,24498,3322,5.6,4,,50,12,0,Port: 1 Starboard: 1,324,2,MAN,8L48/60B,Jinling Shipyard,MAN B&W Diesel AG - Augsburg,Mitsubishi Heavy Industries Sagamihara,Volvo Penta,D49A MS,4,4008,Oil Engine(s) Geared Drive,"$5,00,00,000 ",,,17,China People's Republic Of,Leomar Ro-Ro AB,United Kingdom,12,1084.8,2458.464,4907.25292,2040.982937,,,"<div class=""progress-bar"" role=""progressbar"" style=""width: 43.492218%;"" aria-valuenow=""43.492218"" aria-valuemin=""0"" aria-valuemax=""100"">43%</div>",https://upload.wikimedia.org/wikipedia/en/thumb/a/ae/Flag_of_the_United_Kingdom.svg/180px-Flag_of_the_United_Kingdom.svg.png,United Kingdom,GB,,,33,73.333333,22.48971,28.332614,75.471698,18.621269,24.665975,63.195946,43.492218
753,706,745,9357602,3802047,HAFNIA SEA,2008,4,Ro-Ro Cargo Ship,187.06,181.56,6.8,0,,2,Controllable Pitch,20,11300,10189,25609,24498,3322,5.6,4,,50,12,0,Port: 1 Starboard: 1,324,2,MAN,8L48/60B,Jinling Shipyard,MAN B&W Diesel AG - Augsburg,Volvo Penta,Volvo Penta,D49A MS,4,4008,Oil Engine(s) Geared Drive,"$5,00,00,000 ",,,17,China People's Republic Of,Leomar Ro-Ro AB,United Kingdom,12,1084.8,2458.464,4907.25292,2040.982937,,,"<div class=""progress-bar"" role=""progressbar"" style=""width: 43.492218%;"" aria-valuenow=""43.492218"" aria-valuemin=""0"" aria-valuemax=""100"">43%</div>",https://upload.wikimedia.org/wikipedia/en/thumb/a/ae/Flag_of_the_United_Kingdom.svg/180px-Flag_of_the_United_Kingdom.svg.png,United Kingdom,GB,,,33,73.333333,22.48971,28.332614,75.471698,18.621269,24.665975,63.195946,43.492218
754,111,135,9182368,3626813,ASTRAL ACE,2000,5,Vehicles Carrier,174.98,169.48,8.519,0,,1,Fixed Pitch,18.9,14353,13242,36897,35786,0,4.9,10,3600,80,0,0,Port: 2 Starboard: 1 Starboard Aft: 1,0,1,Mitsubishi,8UEC52LA,Kanasashi HI - Toyohashi,Kobe Hatsudoki KK - Japan,,,,3,2646,Oil Engine(s) Direct Drive,,,,0,Japan,Mitsui OSK Lines Ltd,Japan,20,1302.10416,3347.29584,0,0,,,"<div class=""progress-bar"" role=""progressbar"" style=""width: 43.490825%;"" aria-valuenow=""43.490825"" aria-valuemin=""0"" aria-valuemax=""100"">43%</div>",https://upload.wikimedia.org/wikipedia/en/thumb/9/9e/Flag_of_Japan.svg/150px-Flag_of_Japan.svg.png,Japan,JP,,,25,55.555556,26.994788,38.575973,71.320755,24.200888,36.031374,59.114865,43.490825
